#Province id 0 is ignored, hard coded.
0;0;0;0;;x;;;;;;;;;;;;;;
109;237;153;140;province;x;;;;;;;;;;;;;;
110;249;115;85;province;x;;;;;;;;;;;;;;
111;222;109;184;province;x;;;;;;;;;;;;;;
112;189;180;130;province;x;;;;;;;;;;;;;;
113;198;107;170;province;x;;;;;;;;;;;;;;
114;94;216;106;province;x;;;;;;;;;;;;;;
115;72;122;92;province;x;;;;;;;;;;;;;;
116;77;220;77;province;x;;;;;;;;;;;;;;
117;99;189;116;province;x;;;;;;;;;;;;;;
118;149;243;99;province;x;;;;;;;;;;;;;;
119;63;147;184;province;x;;;;;;;;;;;;;;
120;232;167;145;province;x;;;;;;;;;;;;;;
121;79;95;193;province;x;;;;;;;;;;;;;;
122;118;72;158;province;x;;;;;;;;;;;;;;
123;158;130;70;province;x;;;;;;;;;;;;;;
124;78;108;119;province;x;;;;;;;;;;;;;;
125;224;188;95;province;x;;;;;;;;;;;;;;
126;146;152;50;province;x;;;;;;;;;;;;;;
127;223;132;94;province;x;;;;;;;;;;;;;;
128;172;73;115;province;x;;;;;;;;;;;;;;
129;74;199;109;province;x;;;;;;;;;;;;;;
130;232;150;180;province;x;;;;;;;;;;;;;;
131;159;56;148;province;x;;;;;;;;;;;;;;
132;90;247;172;province;x;;;;;;;;;;;;;;
133;247;186;200;province;x;;;;;;;;;;;;;;
134;161;227;82;province;x;;;;;;;;;;;;;;
135;53;228;78;province;x;;;;;;;;;;;;;;
136;180;186;108;province;x;;;;;;;;;;;;;;
137;109;96;184;province;x;;;;;;;;;;;;;;
138;201;178;190;province;x;;;;;;;;;;;;;;
139;152;136;138;province;x;;;;;;;;;;;;;;
140;243;93;188;province;x;;;;;;;;;;;;;;
141;166;92;140;province;x;;;;;;;;;;;;;;
142;79;243;179;province;x;;;;;;;;;;;;;;
143;75;75;155;province;x;;;;;;;;;;;;;;
144;215;112;109;province;x;;;;;;;;;;;;;;
145;103;120;169;province;x;;;;;;;;;;;;;;
146;109;171;81;province;x;;;;;;;;;;;;;;
147;188;138;138;province;x;;;;;;;;;;;;;;
148;202;156;92;province;x;;;;;;;;;;;;;;
149;145;236;61;province;x;;;;;;;;;;;;;;
150;188;205;97;province;x;;;;;;;;;;;;;;
151;131;88;181;province;x;;;;;;;;;;;;;;
152;149;243;176;province;x;;;;;;;;;;;;;;
153;167;159;148;province;x;;;;;;;;;;;;;;
154;193;167;154;province;x;;;;;;;;;;;;;;
155;185;236;81;province;x;;;;;;;;;;;;;;
156;123;130;141;province;x;;;;;;;;;;;;;;
157;146;102;155;province;x;;;;;;;;;;;;;;
158;119;58;157;province;x;;;;;;;;;;;;;;
159;101;70;182;province;x;;;;;;;;;;;;;;
160;235;102;200;province;x;;;;;;;;;;;;;;
161;111;243;195;province;x;;;;;;;;;;;;;;
162;135;168;152;province;x;;;;;;;;;;;;;;
163;50;186;151;province;x;;;;;;;;;;;;;;
164;98;227;131;province;x;;;;;;;;;;;;;;
165;69;80;79;province;x;;;;;;;;;;;;;;
166;216;241;197;province;x;;;;;;;;;;;;;;
167;119;55;93;province;x;;;;;;;;;;;;;;
168;231;51;140;province;x;;;;;;;;;;;;;;
169;104;221;158;province;x;;;;;;;;;;;;;;
170;242;142;67;province;x;;;;;;;;;;;;;;
171;129;181;136;province;x;;;;;;;;;;;;;;
172;213;249;183;province;x;;;;;;;;;;;;;;
173;110;224;94;province;x;;;;;;;;;;;;;;
174;235;223;74;province;x;;;;;;;;;;;;;;
175;141;67;165;province;x;;;;;;;;;;;;;;
176;75;115;147;province;x;;;;;;;;;;;;;;
177;111;151;188;province;x;;;;;;;;;;;;;;
178;130;52;109;province;x;;;;;;;;;;;;;;
179;224;69;183;province;x;;;;;;;;;;;;;;
180;89;222;108;province;x;;;;;;;;;;;;;;
181;194;188;157;province;x;;;;;;;;;;;;;;
182;62;108;116;province;x;;;;;;;;;;;;;;
183;114;57;193;province;x;;;;;;;;;;;;;;
184;85;72;194;province;x;;;;;;;;;;;;;;
185;151;174;66;province;x;;;;;;;;;;;;;;
186;85;138;111;province;x;;;;;;;;;;;;;;
187;143;172;86;province;x;;;;;;;;;;;;;;
188;179;52;151;province;x;;;;;;;;;;;;;;
189;224;236;156;province;x;;;;;;;;;;;;;;
190;142;84;127;province;x;;;;;;;;;;;;;;
191;174;54;62;province;x;;;;;;;;;;;;;;
192;97;66;162;province;x;;;;;;;;;;;;;;
193;247;79;66;province;x;;;;;;;;;;;;;;
194;168;183;55;province;x;;;;;;;;;;;;;;
195;118;179;113;province;x;;;;;;;;;;;;;;
196;76;55;129;province;x;;;;;;;;;;;;;;
197;179;115;125;province;x;;;;;;;;;;;;;;
198;244;92;180;province;x;;;;;;;;;;;;;;
199;184;93;59;province;x;;;;;;;;;;;;;;
200;219;57;127;province;x;;;;;;;;;;;;;;
201;221;117;101;province;x;;;;;;;;;;;;;;
202;111;240;113;province;x;;;;;;;;;;;;;;
203;160;154;170;province;x;;;;;;;;;;;;;;
204;151;223;134;province;x;;;;;;;;;;;;;;
205;248;168;182;province;x;;;;;;;;;;;;;;
206;124;116;133;province;x;;;;;;;;;;;;;;
207;67;240;58;province;x;;;;;;;;;;;;;;
208;181;109;151;province;x;;;;;;;;;;;;;;
209;188;195;148;province;x;;;;;;;;;;;;;;
210;126;85;70;province;x;;;;;;;;;;;;;;
211;210;238;176;province;x;;;;;;;;;;;;;;
212;134;169;118;province;x;;;;;;;;;;;;;;
213;244;158;150;province;x;;;;;;;;;;;;;;
214;190;167;142;province;x;;;;;;;;;;;;;;
215;123;50;110;province;x;;;;;;;;;;;;;;
216;144;241;108;province;x;;;;;;;;;;;;;;
217;103;176;200;province;x;;;;;;;;;;;;;;
218;204;176;115;province;x;;;;;;;;;;;;;;
219;226;56;156;province;x;;;;;;;;;;;;;;
220;161;201;177;province;x;;;;;;;;;;;;;;
221;108;130;119;province;x;;;;;;;;;;;;;;
222;149;116;99;province;x;;;;;;;;;;;;;;
223;246;204;105;province;x;;;;;;;;;;;;;;
224;137;207;141;province;x;;;;;;;;;;;;;;
225;121;145;68;province;x;;;;;;;;;;;;;;
226;60;71;112;province;x;;;;;;;;;;;;;;
227;229;227;85;province;x;;;;;;;;;;;;;;
228;203;113;109;province;x;;;;;;;;;;;;;;
229;103;246;124;province;x;;;;;;;;;;;;;;
230;196;93;74;province;x;;;;;;;;;;;;;;
231;202;223;100;province;x;;;;;;;;;;;;;;
232;140;184;96;province;x;;;;;;;;;;;;;;
233;110;61;82;province;x;;;;;;;;;;;;;;
234;190;123;160;province;x;;;;;;;;;;;;;;
235;181;86;130;province;x;;;;;;;;;;;;;;
236;63;217;63;province;x;;;;;;;;;;;;;;
237;131;143;81;province;x;;;;;;;;;;;;;;
238;239;109;112;province;x;;;;;;;;;;;;;;
239;176;179;131;province;x;;;;;;;;;;;;;;
240;131;114;106;province;x;;;;;;;;;;;;;;
241;196;155;64;province;x;;;;;;;;;;;;;;
242;199;122;108;province;x;;;;;;;;;;;;;;
243;167;216;147;province;x;;;;;;;;;;;;;;
244;77;223;187;province;x;;;;;;;;;;;;;;
245;178;97;125;province;x;;;;;;;;;;;;;;
246;69;190;195;province;x;;;;;;;;;;;;;;
247;108;119;63;province;x;;;;;;;;;;;;;;
248;137;173;104;province;x;;;;;;;;;;;;;;
249;239;126;66;province;x;;;;;;;;;;;;;;
250;127;187;172;province;x;;;;;;;;;;;;;;
251;179;85;170;province;x;;;;;;;;;;;;;;
252;101;68;200;province;x;;;;;;;;;;;;;;
253;54;57;182;province;x;;;;;;;;;;;;;;
254;77;229;151;province;x;;;;;;;;;;;;;;
255;122;154;61;province;x;;;;;;;;;;;;;;
256;125;69;91;province;x;;;;;;;;;;;;;;
257;109;109;114;province;x;;;;;;;;;;;;;;
258;175;229;131;province;x;;;;;;;;;;;;;;
259;96;120;195;province;x;;;;;;;;;;;;;;
260;123;84;85;province;x;;;;;;;;;;;;;;
261;225;173;127;province;x;;;;;;;;;;;;;;
262;125;77;120;province;x;;;;;;;;;;;;;;
263;188;101;85;province;x;;;;;;;;;;;;;;
264;178;133;120;province;x;;;;;;;;;;;;;;
265;59;143;155;province;x;;;;;;;;;;;;;;
266;183;70;91;province;x;;;;;;;;;;;;;;
267;138;86;139;province;x;;;;;;;;;;;;;;
268;110;127;91;province;x;;;;;;;;;;;;;;
269;231;59;56;province;x;;;;;;;;;;;;;;
270;50;115;141;province;x;;;;;;;;;;;;;;
271;215;52;78;province;x;;;;;;;;;;;;;;
272;77;117;76;province;x;;;;;;;;;;;;;;
273;230;139;162;province;x;;;;;;;;;;;;;;
274;109;202;121;province;x;;;;;;;;;;;;;;
275;208;90;184;province;x;;;;;;;;;;;;;;
276;191;77;118;province;x;;;;;;;;;;;;;;
277;248;127;129;province;x;;;;;;;;;;;;;;
278;113;94;158;province;x;;;;;;;;;;;;;;
279;136;200;126;province;x;;;;;;;;;;;;;;
280;65;211;93;province;x;;;;;;;;;;;;;;
281;109;250;80;province;x;;;;;;;;;;;;;;
282;102;215;128;province;x;;;;;;;;;;;;;;
283;139;137;115;province;x;;;;;;;;;;;;;;
284;83;196;181;province;x;;;;;;;;;;;;;;
285;157;83;114;province;x;;;;;;;;;;;;;;
286;63;148;79;province;x;;;;;;;;;;;;;;
287;76;158;137;province;x;;;;;;;;;;;;;;
288;51;129;180;province;x;;;;;;;;;;;;;;
289;178;113;137;province;x;;;;;;;;;;;;;;
290;116;134;180;province;x;;;;;;;;;;;;;;
291;92;137;72;province;x;;;;;;;;;;;;;;
292;226;168;172;province;x;;;;;;;;;;;;;;
293;150;245;114;province;x;;;;;;;;;;;;;;
294;129;172;137;province;x;;;;;;;;;;;;;;
295;119;227;195;province;x;;;;;;;;;;;;;;
296;228;86;180;province;x;;;;;;;;;;;;;;
297;131;99;93;province;x;;;;;;;;;;;;;;
298;88;83;112;province;x;;;;;;;;;;;;;;
299;212;181;57;province;x;;;;;;;;;;;;;;
300;233;176;190;province;x;;;;;;;;;;;;;;
301;232;185;60;province;x;;;;;;;;;;;;;;
302;114;225;106;province;x;;;;;;;;;;;;;;
303;211;235;126;province;x;;;;;;;;;;;;;;
304;102;54;81;province;x;;;;;;;;;;;;;;
305;194;103;67;province;x;;;;;;;;;;;;;;
306;180;149;138;province;x;;;;;;;;;;;;;;
307;104;182;98;province;x;;;;;;;;;;;;;;
308;165;56;73;province;x;;;;;;;;;;;;;;
309;129;85;193;province;x;;;;;;;;;;;;;;
310;220;80;124;province;x;;;;;;;;;;;;;;
311;174;197;107;province;x;;;;;;;;;;;;;;
312;77;100;116;province;x;;;;;;;;;;;;;;
313;235;85;69;province;x;;;;;;;;;;;;;;
314;104;136;56;province;x;;;;;;;;;;;;;;
315;173;145;198;province;x;;;;;;;;;;;;;;
316;54;225;57;province;x;;;;;;;;;;;;;;
317;202;93;102;province;x;;;;;;;;;;;;;;
318;215;120;174;province;x;;;;;;;;;;;;;;
319;136;229;195;province;x;;;;;;;;;;;;;;
320;185;148;133;province;x;;;;;;;;;;;;;;
321;146;115;193;province;x;;;;;;;;;;;;;;
322;120;159;176;province;x;;;;;;;;;;;;;;
323;174;224;66;province;x;;;;;;;;;;;;;;
324;239;226;134;province;x;;;;;;;;;;;;;;
325;166;89;157;province;x;;;;;;;;;;;;;;
326;116;210;76;province;x;;;;;;;;;;;;;;
327;133;73;76;province;x;;;;;;;;;;;;;;
328;149;63;120;province;x;;;;;;;;;;;;;;
329;61;162;138;province;x;;;;;;;;;;;;;;
330;59;200;135;province;x;;;;;;;;;;;;;;
331;143;232;196;province;x;;;;;;;;;;;;;;
332;170;132;90;province;x;;;;;;;;;;;;;;
333;112;141;76;province;x;;;;;;;;;;;;;;
334;242;246;129;province;x;;;;;;;;;;;;;;
335;164;104;189;province;x;;;;;;;;;;;;;;
336;205;157;86;province;x;;;;;;;;;;;;;;
337;59;224;74;province;x;;;;;;;;;;;;;;
338;177;131;130;province;x;;;;;;;;;;;;;;
339;132;98;89;province;x;;;;;;;;;;;;;;
340;109;188;191;province;x;;;;;;;;;;;;;;
341;91;188;115;province;x;;;;;;;;;;;;;;
342;242;60;63;province;x;;;;;;;;;;;;;;
343;198;93;81;province;x;;;;;;;;;;;;;;
344;247;51;198;province;x;;;;;;;;;;;;;;
345;152;101;158;province;x;;;;;;;;;;;;;;
346;142;116;173;province;x;;;;;;;;;;;;;;
347;93;140;90;province;x;;;;;;;;;;;;;;
348;242;193;56;province;x;;;;;;;;;;;;;;
349;138;75;110;province;x;;;;;;;;;;;;;;
350;185;205;106;province;x;;;;;;;;;;;;;;
351;218;199;195;province;x;;;;;;;;;;;;;;
352;248;247;85;province;x;;;;;;;;;;;;;;
353;192;197;93;province;x;;;;;;;;;;;;;;
354;109;88;79;province;x;;;;;;;;;;;;;;
355;174;102;168;province;x;;;;;;;;;;;;;;
356;170;162;143;province;x;;;;;;;;;;;;;;
357;122;217;160;province;x;;;;;;;;;;;;;;
358;157;132;167;province;x;;;;;;;;;;;;;;
359;60;187;50;province;x;;;;;;;;;;;;;;
360;117;231;112;province;x;;;;;;;;;;;;;;
361;162;145;199;province;x;;;;;;;;;;;;;;
362;83;102;81;province;x;;;;;;;;;;;;;;
363;82;164;82;province;x;;;;;;;;;;;;;;
364;154;167;171;province;x;;;;;;;;;;;;;;
365;69;232;62;province;x;;;;;;;;;;;;;;
366;243;144;101;province;x;;;;;;;;;;;;;;
367;230;78;114;province;x;;;;;;;;;;;;;;
368;227;188;145;province;x;;;;;;;;;;;;;;
369;68;170;84;province;x;;;;;;;;;;;;;;
370;237;182;78;province;x;;;;;;;;;;;;;;
371;115;64;60;province;x;;;;;;;;;;;;;;
372;183;88;88;province;x;;;;;;;;;;;;;;
373;168;51;86;province;x;;;;;;;;;;;;;;
374;118;241;147;province;x;;;;;;;;;;;;;;
375;210;106;119;province;x;;;;;;;;;;;;;;
376;196;226;112;province;x;;;;;;;;;;;;;;
377;80;55;131;province;x;;;;;;;;;;;;;;
378;142;222;148;province;x;;;;;;;;;;;;;;
379;62;161;51;province;x;;;;;;;;;;;;;;
380;83;228;149;province;x;;;;;;;;;;;;;;
381;225;51;109;province;x;;;;;;;;;;;;;;
382;230;178;63;province;x;;;;;;;;;;;;;;
383;81;112;188;province;x;;;;;;;;;;;;;;
384;130;127;189;province;x;;;;;;;;;;;;;;
385;215;171;143;province;x;;;;;;;;;;;;;;
386;106;230;96;province;x;;;;;;;;;;;;;;
387;158;205;167;province;x;;;;;;;;;;;;;;
388;149;74;195;province;x;;;;;;;;;;;;;;
389;159;132;80;province;x;;;;;;;;;;;;;;
390;68;88;106;province;x;;;;;;;;;;;;;;
391;66;245;121;province;x;;;;;;;;;;;;;;
392;119;99;85;province;x;;;;;;;;;;;;;;
393;124;229;191;province;x;;;;;;;;;;;;;;
394;115;58;62;province;x;;;;;;;;;;;;;;
395;243;125;59;province;x;;;;;;;;;;;;;;
396;153;74;107;province;x;;;;;;;;;;;;;;
397;224;84;186;province;x;;;;;;;;;;;;;;
398;152;140;174;province;x;;;;;;;;;;;;;;
399;65;197;73;province;x;;;;;;;;;;;;;;
400;103;127;92;province;x;;;;;;;;;;;;;;
401;176;76;54;province;x;;;;;;;;;;;;;;
402;155;115;136;province;x;;;;;;;;;;;;;;
403;91;180;138;province;x;;;;;;;;;;;;;;
404;91;64;77;province;x;;;;;;;;;;;;;;
405;91;153;127;province;x;;;;;;;;;;;;;;
406;51;160;107;province;x;;;;;;;;;;;;;;
407;217;149;127;province;x;;;;;;;;;;;;;;
408;95;66;122;province;x;;;;;;;;;;;;;;
409;97;68;188;province;x;;;;;;;;;;;;;;
410;160;226;135;province;x;;;;;;;;;;;;;;
411;120;83;102;province;x;;;;;;;;;;;;;;
412;139;110;134;province;x;;;;;;;;;;;;;;
413;174;218;107;province;x;;;;;;;;;;;;;;
414;245;138;187;province;x;;;;;;;;;;;;;;
415;145;118;67;province;x;;;;;;;;;;;;;;
416;229;189;182;province;x;;;;;;;;;;;;;;
417;244;162;60;province;x;;;;;;;;;;;;;;
418;163;117;66;province;x;;;;;;;;;;;;;;
419;159;216;175;province;x;;;;;;;;;;;;;;
420;227;153;86;province;x;;;;;;;;;;;;;;
421;63;202;74;province;x;;;;;;;;;;;;;;
422;214;187;173;province;x;;;;;;;;;;;;;;
423;112;90;64;province;x;;;;;;;;;;;;;;
424;150;130;71;province;x;;;;;;;;;;;;;;
425;166;174;97;province;x;;;;;;;;;;;;;;
426;249;247;100;province;x;;;;;;;;;;;;;;
427;248;90;131;province;x;;;;;;;;;;;;;;
428;202;88;105;province;x;;;;;;;;;;;;;;
429;175;109;121;province;x;;;;;;;;;;;;;;
430;228;197;162;province;x;;;;;;;;;;;;;;
431;239;140;183;province;x;;;;;;;;;;;;;;
432;79;121;62;province;x;;;;;;;;;;;;;;
433;212;134;62;province;x;;;;;;;;;;;;;;
434;67;203;69;province;x;;;;;;;;;;;;;;
435;190;170;193;province;x;;;;;;;;;;;;;;
436;153;198;73;province;x;;;;;;;;;;;;;;
437;106;163;61;province;x;;;;;;;;;;;;;;
438;151;121;185;province;x;;;;;;;;;;;;;;
439;216;189;182;province;x;;;;;;;;;;;;;;
440;58;138;64;province;x;;;;;;;;;;;;;;
441;182;228;177;province;x;;;;;;;;;;;;;;
442;73;102;184;province;x;;;;;;;;;;;;;;
443;112;135;188;province;x;;;;;;;;;;;;;;
444;144;128;168;province;x;;;;;;;;;;;;;;
445;170;120;105;province;x;;;;;;;;;;;;;;
446;64;243;141;province;x;;;;;;;;;;;;;;
447;163;231;104;province;x;;;;;;;;;;;;;;
448;121;151;55;province;x;;;;;;;;;;;;;;
449;147;200;109;province;x;;;;;;;;;;;;;;
450;244;170;89;province;x;;;;;;;;;;;;;;
451;180;157;94;province;x;;;;;;;;;;;;;;
452;179;169;142;province;x;;;;;;;;;;;;;;
453;170;86;131;province;x;;;;;;;;;;;;;;
454;62;244;176;province;x;;;;;;;;;;;;;;
455;62;198;106;province;x;;;;;;;;;;;;;;
456;118;247;150;province;x;;;;;;;;;;;;;;
457;201;74;58;province;x;;;;;;;;;;;;;;
458;209;129;177;province;x;;;;;;;;;;;;;;
459;133;126;156;province;x;;;;;;;;;;;;;;
460;148;84;50;province;x;;;;;;;;;;;;;;
461;197;135;94;province;x;;;;;;;;;;;;;;
462;105;155;115;province;x;;;;;;;;;;;;;;
463;120;168;164;province;x;;;;;;;;;;;;;;
464;226;74;111;province;x;;;;;;;;;;;;;;
465;121;163;140;province;x;;;;;;;;;;;;;;
466;150;107;178;province;x;;;;;;;;;;;;;;
467;248;236;137;province;x;;;;;;;;;;;;;;
468;211;107;113;province;x;;;;;;;;;;;;;;
469;126;187;99;province;x;;;;;;;;;;;;;;
470;206;206;96;province;x;;;;;;;;;;;;;;
471;98;140;98;province;x;;;;;;;;;;;;;;
472;125;229;196;province;x;;;;;;;;;;;;;;
473;86;140;134;province;x;;;;;;;;;;;;;;
474;131;103;70;province;x;;;;;;;;;;;;;;
475;116;177;143;province;x;;;;;;;;;;;;;;
476;164;88;147;province;x;;;;;;;;;;;;;;
477;53;157;103;province;x;;;;;;;;;;;;;;
478;177;249;187;province;x;;;;;;;;;;;;;;
479;194;89;108;province;x;;;;;;;;;;;;;;
480;232;224;164;province;x;;;;;;;;;;;;;;
481;203;152;82;province;x;;;;;;;;;;;;;;
482;157;70;52;province;x;;;;;;;;;;;;;;
483;141;203;112;province;x;;;;;;;;;;;;;;
484;179;207;185;province;x;;;;;;;;;;;;;;
485;236;119;81;province;x;;;;;;;;;;;;;;
486;191;223;154;province;x;;;;;;;;;;;;;;
487;135;154;110;province;x;;;;;;;;;;;;;;
488;175;51;115;province;x;;;;;;;;;;;;;;
489;195;98;171;province;x;;;;;;;;;;;;;;
490;58;122;131;province;x;;;;;;;;;;;;;;
491;181;134;175;province;x;;;;;;;;;;;;;;
492;196;125;102;province;x;;;;;;;;;;;;;;
493;123;70;172;province;x;;;;;;;;;;;;;;
494;85;99;172;province;x;;;;;;;;;;;;;;
495;180;91;128;province;x;;;;;;;;;;;;;;
496;52;233;58;province;x;;;;;;;;;;;;;;
497;243;244;76;province;x;;;;;;;;;;;;;;
498;244;151;104;province;x;;;;;;;;;;;;;;
499;84;173;151;province;x;;;;;;;;;;;;;;
500;140;173;122;province;x;;;;;;;;;;;;;;
501;133;50;155;province;x;;;;;;;;;;;;;;
502;240;220;130;province;x;;;;;;;;;;;;;;
503;102;126;194;province;x;;;;;;;;;;;;;;
504;56;144;64;province;x;;;;;;;;;;;;;;
505;79;236;101;province;x;;;;;;;;;;;;;;
506;212;188;178;province;x;;;;;;;;;;;;;;
507;188;54;110;province;x;;;;;;;;;;;;;;
508;221;227;136;province;x;;;;;;;;;;;;;;
509;92;139;101;province;x;;;;;;;;;;;;;;
510;54;62;119;province;x;;;;;;;;;;;;;;
511;92;78;133;province;x;;;;;;;;;;;;;;
512;106;59;141;province;x;;;;;;;;;;;;;;
513;145;53;91;province;x;;;;;;;;;;;;;;
514;55;206;127;province;x;;;;;;;;;;;;;;
515;154;91;160;province;x;;;;;;;;;;;;;;
516;229;81;107;province;x;;;;;;;;;;;;;;
517;215;102;131;province;x;;;;;;;;;;;;;;
518;167;205;92;province;x;;;;;;;;;;;;;;
519;121;159;62;province;x;;;;;;;;;;;;;;
520;193;135;94;province;x;;;;;;;;;;;;;;
521;199;210;77;province;x;;;;;;;;;;;;;;
522;157;146;130;province;x;;;;;;;;;;;;;;
523;136;75;52;province;x;;;;;;;;;;;;;;
524;139;83;79;province;x;;;;;;;;;;;;;;
525;216;213;69;province;x;;;;;;;;;;;;;;
526;218;58;100;province;x;;;;;;;;;;;;;;
527;129;128;189;province;x;;;;;;;;;;;;;;
528;142;97;153;province;x;;;;;;;;;;;;;;
529;107;119;97;province;x;;;;;;;;;;;;;;
530;235;190;174;province;x;;;;;;;;;;;;;;
531;134;105;125;province;x;;;;;;;;;;;;;;
532;60;72;83;province;x;;;;;;;;;;;;;;
533;60;161;85;province;x;;;;;;;;;;;;;;
534;62;194;108;province;x;;;;;;;;;;;;;;
535;66;102;104;province;x;;;;;;;;;;;;;;
